DateTime,Junction,Vehicles,ID,hour,dayofweek,month,is_weekend,hour_sin,hour_cos,veh_lag_1,veh_lag_2,veh_lag_3,veh_lag_24
2015-11-04 02:00:00,1,13,20151104021,2,2,11,0,0.49999999999999994,0.8660254037844387,18.0,18.0,20.0,19.0
2015-11-04 03:00:00,1,13,20151104031,3,2,11,0,0.7071067811865475,0.7071067811865476,13.0,18.0,18.0,13.0
2015-11-04 04:00:00,1,10,20151104041,4,2,11,0,0.8660254037844386,0.5000000000000001,13.0,13.0,18.0,11.0
2015-11-04 05:00:00,1,12,20151104051,5,2,11,0,0.9659258262890683,0.25881904510252074,10.0,13.0,13.0,11.0
2015-11-04 06:00:00,1,13,20151104061,6,2,11,0,1.0,6.123233995736766e-17,12.0,10.0,13.0,11.0
2015-11-04 07:00:00,1,11,20151104071,7,2,11,0,0.9659258262890683,-0.25881904510252063,13.0,12.0,10.0,14.0
2015-11-04 08:00:00,1,13,20151104081,8,2,11,0,0.8660254037844387,-0.4999999999999998,11.0,13.0,12.0,15.0
2015-11-04 09:00:00,1,22,20151104091,9,2,11,0,0.7071067811865476,-0.7071067811865475,13.0,11.0,13.0,29.0
2015-11-04 10:00:00,1,26,20151104101,10,2,11,0,0.49999999999999994,-0.8660254037844387,22.0,13.0,11.0,33.0
2015-11-04 11:00:00,1,27,20151104111,11,2,11,0,0.258819045102521,-0.9659258262890682,26.0,22.0,13.0,32.0
2015-11-04 12:00:00,1,31,20151104121,12,2,11,0,1.2246467991473532e-16,-1.0,27.0,26.0,22.0,32.0
2015-11-04 13:00:00,1,24,20151104131,13,2,11,0,-0.2588190451025208,-0.9659258262890683,31.0,27.0,26.0,29.0
2015-11-04 14:00:00,1,23,20151104141,14,2,11,0,-0.4999999999999997,-0.8660254037844388,24.0,31.0,27.0,27.0
2015-11-04 15:00:00,1,26,20151104151,15,2,11,0,-0.7071067811865471,-0.7071067811865479,23.0,24.0,31.0,26.0
2015-11-04 16:00:00,1,26,20151104161,16,2,11,0,-0.8660254037844384,-0.5000000000000004,26.0,23.0,24.0,28.0
2015-11-04 17:00:00,1,24,20151104171,17,2,11,0,-0.9659258262890683,-0.25881904510252063,26.0,26.0,23.0,26.0
2015-11-04 18:00:00,1,23,20151104181,18,2,11,0,-1.0,-1.8369701987210297e-16,24.0,26.0,26.0,25.0
2015-11-04 19:00:00,1,25,20151104191,19,2,11,0,-0.9659258262890684,0.2588190451025203,23.0,24.0,26.0,29.0
2015-11-04 20:00:00,1,26,20151104201,20,2,11,0,-0.8660254037844386,0.5000000000000001,25.0,23.0,24.0,26.0
2015-11-04 21:00:00,1,24,20151104211,21,2,11,0,-0.7071067811865477,0.7071067811865474,26.0,25.0,23.0,24.0
2015-11-04 22:00:00,1,26,20151104221,22,2,11,0,-0.5000000000000004,0.8660254037844384,24.0,26.0,25.0,25.0
2015-11-04 23:00:00,1,24,20151104231,23,2,11,0,-0.25881904510252157,0.9659258262890681,26.0,24.0,26.0,20.0
2015-11-05 00:00:00,1,19,20151105001,0,3,11,0,0.0,1.0,24.0,26.0,24.0,18.0
2015-11-05 01:00:00,1,20,20151105011,1,3,11,0,0.25881904510252074,0.9659258262890683,19.0,24.0,26.0,18.0
2015-11-05 02:00:00,1,18,20151105021,2,3,11,0,0.49999999999999994,0.8660254037844387,20.0,19.0,24.0,13.0
2015-11-05 03:00:00,1,13,20151105031,3,3,11,0,0.7071067811865475,0.7071067811865476,18.0,20.0,19.0,13.0
2015-11-05 04:00:00,1,13,20151105041,4,3,11,0,0.8660254037844386,0.5000000000000001,13.0,18.0,20.0,10.0
2015-11-05 05:00:00,1,9,20151105051,5,3,11,0,0.9659258262890683,0.25881904510252074,13.0,13.0,18.0,12.0
2015-11-05 06:00:00,1,12,20151105061,6,3,11,0,1.0,6.123233995736766e-17,9.0,13.0,13.0,13.0
2015-11-05 07:00:00,1,12,20151105071,7,3,11,0,0.9659258262890683,-0.25881904510252063,12.0,9.0,13.0,11.0
2015-11-05 08:00:00,1,15,20151105081,8,3,11,0,0.8660254037844387,-0.4999999999999998,12.0,12.0,9.0,13.0
2015-11-05 09:00:00,1,16,20151105091,9,3,11,0,0.7071067811865476,-0.7071067811865475,15.0,12.0,12.0,22.0
2015-11-05 10:00:00,1,23,20151105101,10,3,11,0,0.49999999999999994,-0.8660254037844387,16.0,15.0,12.0,26.0
2015-11-05 11:00:00,1,24,20151105111,11,3,11,0,0.258819045102521,-0.9659258262890682,23.0,16.0,15.0,27.0
2015-11-05 12:00:00,1,25,20151105121,12,3,11,0,1.2246467991473532e-16,-1.0,24.0,23.0,16.0,31.0
2015-11-05 13:00:00,1,24,20151105131,13,3,11,0,-0.2588190451025208,-0.9659258262890683,25.0,24.0,23.0,24.0
2015-11-05 14:00:00,1,26,20151105141,14,3,11,0,-0.4999999999999997,-0.8660254037844388,24.0,25.0,24.0,23.0
2015-11-05 15:00:00,1,22,20151105151,15,3,11,0,-0.7071067811865471,-0.7071067811865479,26.0,24.0,25.0,26.0
2015-11-05 16:00:00,1,20,20151105161,16,3,11,0,-0.8660254037844384,-0.5000000000000004,22.0,26.0,24.0,26.0
2015-11-05 17:00:00,1,20,20151105171,17,3,11,0,-0.9659258262890683,-0.25881904510252063,20.0,22.0,26.0,24.0
2015-11-05 18:00:00,1,22,20151105181,18,3,11,0,-1.0,-1.8369701987210297e-16,20.0,20.0,22.0,23.0
2015-11-05 19:00:00,1,26,20151105191,19,3,11,0,-0.9659258262890684,0.2588190451025203,22.0,20.0,20.0,25.0
2015-11-05 20:00:00,1,22,20151105201,20,3,11,0,-0.8660254037844386,0.5000000000000001,26.0,22.0,20.0,26.0
2015-11-05 21:00:00,1,21,20151105211,21,3,11,0,-0.7071067811865477,0.7071067811865474,22.0,26.0,22.0,24.0
2015-11-05 22:00:00,1,21,20151105221,22,3,11,0,-0.5000000000000004,0.8660254037844384,21.0,22.0,26.0,26.0
2015-11-05 23:00:00,1,21,20151105231,23,3,11,0,-0.25881904510252157,0.9659258262890681,21.0,21.0,22.0,24.0
2015-11-06 00:00:00,1,16,20151106001,0,4,11,0,0.0,1.0,21.0,21.0,21.0,19.0
2015-11-06 01:00:00,1,18,20151106011,1,4,11,0,0.25881904510252074,0.9659258262890683,16.0,21.0,21.0,20.0
2015-11-06 02:00:00,1,19,20151106021,2,4,11,0,0.49999999999999994,0.8660254037844387,18.0,16.0,21.0,18.0
2015-11-06 03:00:00,1,14,20151106031,3,4,11,0,0.7071067811865475,0.7071067811865476,19.0,18.0,16.0,13.0
2015-11-06 04:00:00,1,12,20151106041,4,4,11,0,0.8660254037844386,0.5000000000000001,14.0,19.0,18.0,13.0
2015-11-06 05:00:00,1,13,20151106051,5,4,11,0,0.9659258262890683,0.25881904510252074,12.0,14.0,19.0,9.0
2015-11-06 06:00:00,1,14,20151106061,6,4,11,0,1.0,6.123233995736766e-17,13.0,12.0,14.0,12.0
2015-11-06 07:00:00,1,14,20151106071,7,4,11,0,0.9659258262890683,-0.25881904510252063,14.0,13.0,12.0,12.0
2015-11-06 08:00:00,1,13,20151106081,8,4,11,0,0.8660254037844387,-0.4999999999999998,14.0,14.0,13.0,15.0
2015-11-06 09:00:00,1,20,20151106091,9,4,11,0,0.7071067811865476,-0.7071067811865475,13.0,14.0,14.0,16.0
2015-11-06 10:00:00,1,22,20151106101,10,4,11,0,0.49999999999999994,-0.8660254037844387,20.0,13.0,14.0,23.0
2015-11-06 11:00:00,1,26,20151106111,11,4,11,0,0.258819045102521,-0.9659258262890682,22.0,20.0,13.0,24.0
2015-11-06 12:00:00,1,26,20151106121,12,4,11,0,1.2246467991473532e-16,-1.0,26.0,22.0,20.0,25.0
2015-11-06 13:00:00,1,21,20151106131,13,4,11,0,-0.2588190451025208,-0.9659258262890683,26.0,26.0,22.0,24.0
2015-11-06 14:00:00,1,23,20151106141,14,4,11,0,-0.4999999999999997,-0.8660254037844388,21.0,26.0,26.0,26.0
2015-11-06 15:00:00,1,23,20151106151,15,4,11,0,-0.7071067811865471,-0.7071067811865479,23.0,21.0,26.0,22.0
2015-11-06 16:00:00,1,19,20151106161,16,4,11,0,-0.8660254037844384,-0.5000000000000004,23.0,23.0,21.0,20.0
2015-11-06 17:00:00,1,19,20151106171,17,4,11,0,-0.9659258262890683,-0.25881904510252063,19.0,23.0,23.0,20.0
2015-11-06 18:00:00,1,20,20151106181,18,4,11,0,-1.0,-1.8369701987210297e-16,19.0,19.0,23.0,22.0
2015-11-06 19:00:00,1,24,20151106191,19,4,11,0,-0.9659258262890684,0.2588190451025203,20.0,19.0,19.0,26.0
2015-11-06 20:00:00,1,18,20151106201,20,4,11,0,-0.8660254037844386,0.5000000000000001,24.0,20.0,19.0,22.0
2015-11-06 21:00:00,1,19,20151106211,21,4,11,0,-0.7071067811865477,0.7071067811865474,18.0,24.0,20.0,21.0
2015-11-06 22:00:00,1,16,20151106221,22,4,11,0,-0.5000000000000004,0.8660254037844384,19.0,18.0,24.0,21.0
2015-11-06 23:00:00,1,17,20151106231,23,4,11,0,-0.25881904510252157,0.9659258262890681,16.0,19.0,18.0,21.0
2015-11-07 00:00:00,1,16,20151107001,0,5,11,1,0.0,1.0,17.0,16.0,19.0,16.0
2015-11-07 01:00:00,1,16,20151107011,1,5,11,1,0.25881904510252074,0.9659258262890683,16.0,17.0,16.0,18.0
2015-11-07 02:00:00,1,10,20151107021,2,5,11,1,0.49999999999999994,0.8660254037844387,16.0,16.0,17.0,19.0
2015-11-07 03:00:00,1,9,20151107031,3,5,11,1,0.7071067811865475,0.7071067811865476,10.0,16.0,16.0,14.0
2015-11-07 04:00:00,1,8,20151107041,4,5,11,1,0.8660254037844386,0.5000000000000001,9.0,10.0,16.0,12.0
2015-11-07 05:00:00,1,7,20151107051,5,5,11,1,0.9659258262890683,0.25881904510252074,8.0,9.0,10.0,13.0
2015-11-07 06:00:00,1,9,20151107061,6,5,11,1,1.0,6.123233995736766e-17,7.0,8.0,9.0,14.0
2015-11-07 07:00:00,1,8,20151107071,7,5,11,1,0.9659258262890683,-0.25881904510252063,9.0,7.0,8.0,14.0
2015-11-07 08:00:00,1,12,20151107081,8,5,11,1,0.8660254037844387,-0.4999999999999998,8.0,9.0,7.0,13.0
2015-11-07 09:00:00,1,13,20151107091,9,5,11,1,0.7071067811865476,-0.7071067811865475,12.0,8.0,9.0,20.0
2015-11-07 10:00:00,1,17,20151107101,10,5,11,1,0.49999999999999994,-0.8660254037844387,13.0,12.0,8.0,22.0
2015-11-07 11:00:00,1,14,20151107111,11,5,11,1,0.258819045102521,-0.9659258262890682,17.0,13.0,12.0,26.0
2015-11-07 12:00:00,1,14,20151107121,12,5,11,1,1.2246467991473532e-16,-1.0,14.0,17.0,13.0,26.0
2015-11-07 13:00:00,1,14,20151107131,13,5,11,1,-0.2588190451025208,-0.9659258262890683,14.0,14.0,17.0,21.0
2015-11-07 14:00:00,1,14,20151107141,14,5,11,1,-0.4999999999999997,-0.8660254037844388,14.0,14.0,14.0,23.0
2015-11-07 15:00:00,1,11,20151107151,15,5,11,1,-0.7071067811865471,-0.7071067811865479,14.0,14.0,14.0,23.0
2015-11-07 16:00:00,1,15,20151107161,16,5,11,1,-0.8660254037844384,-0.5000000000000004,11.0,14.0,14.0,19.0
2015-11-07 17:00:00,1,13,20151107171,17,5,11,1,-0.9659258262890683,-0.25881904510252063,15.0,11.0,14.0,19.0
2015-11-07 18:00:00,1,12,20151107181,18,5,11,1,-1.0,-1.8369701987210297e-16,13.0,15.0,11.0,20.0
2015-11-07 19:00:00,1,17,20151107191,19,5,11,1,-0.9659258262890684,0.2588190451025203,12.0,13.0,15.0,24.0
2015-11-07 20:00:00,1,18,20151107201,20,5,11,1,-0.8660254037844386,0.5000000000000001,17.0,12.0,13.0,18.0
2015-11-07 21:00:00,1,17,20151107211,21,5,11,1,-0.7071067811865477,0.7071067811865474,18.0,17.0,12.0,19.0
2015-11-07 22:00:00,1,16,20151107221,22,5,11,1,-0.5000000000000004,0.8660254037844384,17.0,18.0,17.0,16.0
2015-11-07 23:00:00,1,15,20151107231,23,5,11,1,-0.25881904510252157,0.9659258262890681,16.0,17.0,18.0,17.0
2015-11-08 00:00:00,1,13,20151108001,0,6,11,1,0.0,1.0,15.0,16.0,17.0,16.0
2015-11-08 01:00:00,1,16,20151108011,1,6,11,1,0.25881904510252074,0.9659258262890683,13.0,15.0,16.0,16.0
2015-11-08 02:00:00,1,11,20151108021,2,6,11,1,0.49999999999999994,0.8660254037844387,16.0,13.0,15.0,10.0
2015-11-08 03:00:00,1,8,20151108031,3,6,11,1,0.7071067811865475,0.7071067811865476,11.0,16.0,13.0,9.0
2015-11-08 04:00:00,1,10,20151108041,4,6,11,1,0.8660254037844386,0.5000000000000001,8.0,11.0,16.0,8.0
2015-11-08 05:00:00,1,10,20151108051,5,6,11,1,0.9659258262890683,0.25881904510252074,10.0,8.0,11.0,7.0
2015-11-08 06:00:00,1,10,20151108061,6,6,11,1,1.0,6.123233995736766e-17,10.0,10.0,8.0,9.0
2015-11-08 07:00:00,1,9,20151108071,7,6,11,1,0.9659258262890683,-0.25881904510252063,10.0,10.0,10.0,8.0
2015-11-08 08:00:00,1,11,20151108081,8,6,11,1,0.8660254037844387,-0.4999999999999998,9.0,10.0,10.0,12.0
2015-11-08 09:00:00,1,12,20151108091,9,6,11,1,0.7071067811865476,-0.7071067811865475,11.0,9.0,10.0,13.0
2015-11-08 10:00:00,1,18,20151108101,10,6,11,1,0.49999999999999994,-0.8660254037844387,12.0,11.0,9.0,17.0
2015-11-08 11:00:00,1,14,20151108111,11,6,11,1,0.258819045102521,-0.9659258262890682,18.0,12.0,11.0,14.0
2015-11-08 12:00:00,1,17,20151108121,12,6,11,1,1.2246467991473532e-16,-1.0,14.0,18.0,12.0,14.0
2015-11-08 13:00:00,1,14,20151108131,13,6,11,1,-0.2588190451025208,-0.9659258262890683,17.0,14.0,18.0,14.0
2015-11-08 14:00:00,1,14,20151108141,14,6,11,1,-0.4999999999999997,-0.8660254037844388,14.0,17.0,14.0,14.0
2015-11-08 15:00:00,1,14,20151108151,15,6,11,1,-0.7071067811865471,-0.7071067811865479,14.0,14.0,17.0,11.0
2015-11-08 16:00:00,1,12,20151108161,16,6,11,1,-0.8660254037844384,-0.5000000000000004,14.0,14.0,14.0,15.0
2015-11-08 17:00:00,1,14,20151108171,17,6,11,1,-0.9659258262890683,-0.25881904510252063,12.0,14.0,14.0,13.0
2015-11-08 18:00:00,1,18,20151108181,18,6,11,1,-1.0,-1.8369701987210297e-16,14.0,12.0,14.0,12.0
2015-11-08 19:00:00,1,13,20151108191,19,6,11,1,-0.9659258262890684,0.2588190451025203,18.0,14.0,12.0,17.0
2015-11-08 20:00:00,1,16,20151108201,20,6,11,1,-0.8660254037844386,0.5000000000000001,13.0,18.0,14.0,18.0
2015-11-08 21:00:00,1,18,20151108211,21,6,11,1,-0.7071067811865477,0.7071067811865474,16.0,13.0,18.0,17.0
2015-11-08 22:00:00,1,14,20151108221,22,6,11,1,-0.5000000000000004,0.8660254037844384,18.0,16.0,13.0,16.0
2015-11-08 23:00:00,1,14,20151108231,23,6,11,1,-0.25881904510252157,0.9659258262890681,14.0,18.0,16.0,15.0
2015-11-09 00:00:00,1,13,20151109001,0,0,11,0,0.0,1.0,14.0,14.0,18.0,13.0
2015-11-09 01:00:00,1,15,20151109011,1,0,11,0,0.25881904510252074,0.9659258262890683,13.0,14.0,14.0,16.0
2015-11-09 02:00:00,1,11,20151109021,2,0,11,0,0.49999999999999994,0.8660254037844387,15.0,13.0,14.0,11.0
2015-11-09 03:00:00,1,10,20151109031,3,0,11,0,0.7071067811865475,0.7071067811865476,11.0,15.0,13.0,8.0
2015-11-09 04:00:00,1,9,20151109041,4,0,11,0,0.8660254037844386,0.5000000000000001,10.0,11.0,15.0,10.0
2015-11-09 05:00:00,1,8,20151109051,5,0,11,0,0.9659258262890683,0.25881904510252074,9.0,10.0,11.0,10.0
2015-11-09 06:00:00,1,8,20151109061,6,0,11,0,1.0,6.123233995736766e-17,8.0,9.0,10.0,10.0
2015-11-09 07:00:00,1,10,20151109071,7,0,11,0,0.9659258262890683,-0.25881904510252063,8.0,8.0,9.0,9.0
2015-11-09 08:00:00,1,11,20151109081,8,0,11,0,0.8660254037844387,-0.4999999999999998,10.0,8.0,8.0,11.0
2015-11-09 09:00:00,1,17,20151109091,9,0,11,0,0.7071067811865476,-0.7071067811865475,11.0,10.0,8.0,12.0
2015-11-09 10:00:00,1,19,20151109101,10,0,11,0,0.49999999999999994,-0.8660254037844387,17.0,11.0,10.0,18.0
2015-11-09 11:00:00,1,22,20151109111,11,0,11,0,0.258819045102521,-0.9659258262890682,19.0,17.0,11.0,14.0
2015-11-09 12:00:00,1,23,20151109121,12,0,11,0,1.2246467991473532e-16,-1.0,22.0,19.0,17.0,17.0
2015-11-09 13:00:00,1,23,20151109131,13,0,11,0,-0.2588190451025208,-0.9659258262890683,23.0,22.0,19.0,14.0
2015-11-09 14:00:00,1,24,20151109141,14,0,11,0,-0.4999999999999997,-0.8660254037844388,23.0,23.0,22.0,14.0
2015-11-09 15:00:00,1,24,20151109151,15,0,11,0,-0.7071067811865471,-0.7071067811865479,24.0,23.0,23.0,14.0
2015-11-09 16:00:00,1,19,20151109161,16,0,11,0,-0.8660254037844384,-0.5000000000000004,24.0,24.0,23.0,12.0
2015-11-09 17:00:00,1,19,20151109171,17,0,11,0,-0.9659258262890683,-0.25881904510252063,19.0,24.0,24.0,14.0
2015-11-09 18:00:00,1,20,20151109181,18,0,11,0,-1.0,-1.8369701987210297e-16,19.0,19.0,24.0,18.0
2015-11-09 19:00:00,1,31,20151109191,19,0,11,0,-0.9659258262890684,0.2588190451025203,20.0,19.0,19.0,13.0
2015-11-09 20:00:00,1,25,20151109201,20,0,11,0,-0.8660254037844386,0.5000000000000001,31.0,20.0,19.0,16.0
2015-11-09 21:00:00,1,35,20151109211,21,0,11,0,-0.7071067811865477,0.7071067811865474,25.0,31.0,20.0,18.0
2015-11-09 22:00:00,1,21,20151109221,22,0,11,0,-0.5000000000000004,0.8660254037844384,35.0,25.0,31.0,14.0
2015-11-09 23:00:00,1,24,20151109231,23,0,11,0,-0.25881904510252157,0.9659258262890681,21.0,35.0,25.0,14.0
2015-11-10 00:00:00,1,19,20151110001,0,1,11,0,0.0,1.0,24.0,21.0,35.0,13.0
2015-11-10 01:00:00,1,19,20151110011,1,1,11,0,0.25881904510252074,0.9659258262890683,19.0,24.0,21.0,15.0
2015-11-10 02:00:00,1,18,20151110021,2,1,11,0,0.49999999999999994,0.8660254037844387,19.0,19.0,24.0,11.0
2015-11-10 03:00:00,1,17,20151110031,3,1,11,0,0.7071067811865475,0.7071067811865476,18.0,19.0,19.0,10.0
2015-11-10 04:00:00,1,12,20151110041,4,1,11,0,0.8660254037844386,0.5000000000000001,17.0,18.0,19.0,9.0
2015-11-10 05:00:00,1,10,20151110051,5,1,11,0,0.9659258262890683,0.25881904510252074,12.0,17.0,18.0,8.0
2015-11-10 06:00:00,1,14,20151110061,6,1,11,0,1.0,6.123233995736766e-17,10.0,12.0,17.0,8.0
2015-11-10 07:00:00,1,15,20151110071,7,1,11,0,0.9659258262890683,-0.25881904510252063,14.0,10.0,12.0,10.0
2015-11-10 08:00:00,1,14,20151110081,8,1,11,0,0.8660254037844387,-0.4999999999999998,15.0,14.0,10.0,11.0
2015-11-10 09:00:00,1,34,20151110091,9,1,11,0,0.7071067811865476,-0.7071067811865475,14.0,15.0,14.0,17.0
2015-11-10 10:00:00,1,40,20151110101,10,1,11,0,0.49999999999999994,-0.8660254037844387,34.0,14.0,15.0,19.0
2015-11-10 11:00:00,1,38,20151110111,11,1,11,0,0.258819045102521,-0.9659258262890682,40.0,34.0,14.0,22.0
2015-11-10 12:00:00,1,36,20151110121,12,1,11,0,1.2246467991473532e-16,-1.0,38.0,40.0,34.0,23.0
2015-11-10 13:00:00,1,27,20151110131,13,1,11,0,-0.2588190451025208,-0.9659258262890683,36.0,38.0,40.0,23.0
2015-11-10 14:00:00,1,48,20151110141,14,1,11,0,-0.4999999999999997,-0.8660254037844388,27.0,36.0,38.0,24.0
2015-11-10 15:00:00,1,43,20151110151,15,1,11,0,-0.7071067811865471,-0.7071067811865479,48.0,27.0,36.0,24.0
2015-11-10 16:00:00,1,41,20151110161,16,1,11,0,-0.8660254037844384,-0.5000000000000004,43.0,48.0,27.0,19.0
2015-11-10 17:00:00,1,35,20151110171,17,1,11,0,-0.9659258262890683,-0.25881904510252063,41.0,43.0,48.0,19.0
2015-11-10 18:00:00,1,40,20151110181,18,1,11,0,-1.0,-1.8369701987210297e-16,35.0,41.0,43.0,20.0
2015-11-10 19:00:00,1,40,20151110191,19,1,11,0,-0.9659258262890684,0.2588190451025203,40.0,35.0,41.0,31.0
2015-11-10 20:00:00,1,40,20151110201,20,1,11,0,-0.8660254037844386,0.5000000000000001,40.0,40.0,35.0,25.0
2015-11-10 21:00:00,1,36,20151110211,21,1,11,0,-0.7071067811865477,0.7071067811865474,40.0,40.0,40.0,35.0
2015-11-10 22:00:00,1,37,20151110221,22,1,11,0,-0.5000000000000004,0.8660254037844384,36.0,40.0,40.0,21.0
